name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_subtree_kernel_time_mean,total_direct_kernel_time_median,total_subtree_kernel_time_median,total_direct_kernel_time_std,total_subtree_kernel_time_std,total_direct_kernel_time_min,total_subtree_kernel_time_min,total_direct_kernel_time_max,total_subtree_kernel_time_max,total_direct_kernel_time_sum,total_subtree_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 6144), (2624, 6144), (8192, 48), (21, 48), (8192, 2624), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((6144, 1), (6400, 1), (48, 1), (48, 1), (2624, 1), (), ())","('', '', '', '', '', '0', '')",312,370.4963598006811,370.4963598006811,365.428955078125,365.428955078125,16.957404320121647,16.957404320121647,355.0791015625,355.0791015625,477.56884765625,477.56884765625,115594.8642578125,115594.8642578125,5536329,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(115594.864), 'mean_duration_us': np.float64(370.496358974359), 'median_duration_us': np.float64(365.429), 'std_dev_duration_us': np.float64(16.93020235822266), 'min_duration_us': np.float64(355.079), 'max_duration_us': np.float64(477.569)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(370.5)}]",1.1542692772131165,79.34444124318351
vllm::unified_mla_attention_with_output,other,Unknown,Unknown,Unknown,"((8192, 8, 256), (8192, 512), (8192, 1, 64), (8192, 2048), (), (), (), (0,), (), (), (), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', '', '', '', 'c10::BFloat16', '', '', '', '')","((2048, 256, 1), (512, 1), (64, 64, 1), (2048, 1), (), (), (), (1,), (), (), (), ())","('', '', '', '', '', '', '', '', '', '', '', '')",312,324.8958442883614,1866.5746381710737,325.013671875,1867.98876953125,10.00883153629421,46.72468733948893,302.61865234375,1703.36572265625,454.0302734375,2008.87255859375,101367.50341796875,582371.287109375,5536521,"[{'name': '_convert_req_index_to_global_index_kernel', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(30535.380999999998), 'mean_duration_us': np.float64(97.86981089743588), 'median_duration_us': np.float64(97.458), 'std_dev_duration_us': np.float64(7.448842124753125), 'min_duration_us': np.float64(90.902), 'max_duration_us': np.float64(223.788)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_1_EVEN_MN_1_cache_modifier_CG', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(34130.996), 'mean_duration_us': np.float64(109.39421794871795), 'median_duration_us': np.float64(109.969), 'std_dev_duration_us': np.float64(3.1030689922151384), 'min_duration_us': np.float64(101.929), 'max_duration_us': np.float64(115.803)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_0_EVEN_MN_1_cache_modifier_CG', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(36701.115000000005), 'mean_duration_us': np.float64(117.63177884615386), 'median_duration_us': np.float64(117.72749999999999), 'std_dev_duration_us': np.float64(3.0998288268190155), 'min_duration_us': np.float64(107.863), 'max_duration_us': np.float64(126.869)}]","[{'name': '_convert_req_index_to_global_index_kernel', 'stream': 4, 'mean_duration_us': np.float64(97.87)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tens...', 'stream': 4, 'mean_duration_us': np.float64(109.39)}, {'name': '_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tens...', 'stream': 4, 'mean_duration_us': np.float64(117.63)}]",1.0122023643039926,80.3566436074875
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 2048), (6144, 2048), (8192, 16), (48, 16), (8192, 6144), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (6144, 1), (), ())","('', '', '', '', '', '0', '')",312,308.7959469526242,308.7959469526242,308.01318359375,308.01318359375,10.854961001757209,10.854961001757209,285.7890625,285.7890625,440.02685546875,440.02685546875,96344.33544921875,96344.33544921875,5536586,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(96344.33499999999), 'mean_duration_us': np.float64(308.7959455128205), 'median_duration_us': np.float64(308.01300000000003), 'std_dev_duration_us': np.float64(10.837563506464289), 'min_duration_us': np.float64(285.789), 'max_duration_us': np.float64(440.027)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(308.8)}]",0.962043661338802,81.3186872688263
aiter::fmoe_fp8_blockscale_g1u1,MoE_fused,Unknown,Unknown,Unknown,"((4096, 6144), (4096, 6144), (256, 512, 6144), (256, 6144, 256), (40952,), (40952,), (1280,), (2,), (), (4096, 48), (256, 4, 48), (256, 48, 2), (), (), (), (), (), ())","('c10::BFloat16', 'c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'int', 'float', 'int', 'int', 'Scalar', 'float', 'float', 'float', '', 'Scalar', 'Scalar', '', 'Scalar', 'Scalar')","((6144, 1), (6144, 1), (3145728, 6144, 1), (1572864, 256, 1), (1,), (1,), (1,), (1,), (), (48, 1), (192, 48, 1), (96, 2, 1), (), (), (), (), (), ())","('', '', '', '', '', '', '', '', '8', '', '', '', '', '128', '128', '', '0', '32')",75,1109.5753255208333,1109.5753255208333,1107.51220703125,1107.51220703125,77.45872756779461,77.45872756779461,918.64892578125,918.64892578125,1285.548828125,1285.548828125,83218.1494140625,83218.1494140625,4963099,"[{'name': 'aiter::fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256', 'stream': 4, 'count': 75, 'total_duration_us': np.float64(83218.14899999999), 'mean_duration_us': np.float64(1109.57532), 'median_duration_us': np.float64(1107.512), 'std_dev_duration_us': np.float64(76.94059233290058), 'min_duration_us': np.float64(918.649), 'max_duration_us': np.float64(1285.549)}]","[{'name': 'aiter::fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256', 'stream': 4, 'mean_duration_us': np.float64(1109.58)}]",0.8309724985787255,82.14965976740503
aiter::fused_allreduce_rmsnorm_quant_per_group,other,Unknown,Unknown,Unknown,"((1,), (), (4096, 6144), (4096, 6144), (4096, 6144), (4096, 6144), (4096, 48), (6144,), (), (), (), (), (), ())","('float', 'Scalar', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::Float8_e4m3fnuz', 'float', 'c10::BFloat16', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((1,), (), (6144, 1), (6144, 1), (6144, 1), (6144, 1), (48, 1), (1,), (), (), (), (), (), ())","('', '780531392', '', '', '', '', '', '', '1.0000000000000001e-05', '128', '140178800771072', '134217728', 'False', '139998326161408')",77,999.561910257711,999.561910257711,1039.54345703125,1039.54345703125,377.7951646194196,377.7951646194196,486.4287109375,486.4287109375,2557.98291015625,2557.98291015625,76966.26708984375,76966.26708984375,4962243,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'count': 77, 'total_duration_us': np.float64(1820.5359999999998), 'mean_duration_us': np.float64(23.643324675324674), 'median_duration_us': np.float64(23.537), 'std_dev_duration_us': np.float64(0.913937740377993), 'min_duration_us': np.float64(21.531), 'max_duration_us': np.float64(25.622)}, {'name': '_ZN5aiter47local_device_load_rmsnorm_quant_per_group_naiveIDF16bDB8_Lb0EEEvNS_11RankSignalsEiPT_S4_PT0_S4_PfiiifS4_', 'stream': 4, 'count': 77, 'total_duration_us': np.float64(5371.8369999999995), 'mean_duration_us': np.float64(69.76411688311688), 'median_duration_us': np.float64(69.409), 'std_dev_duration_us': np.float64(1.7578979623626048), 'min_duration_us': np.float64(67.043), 'max_duration_us': np.float64(74.742)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8RankDataENS_11RankSignalsEPNS_6SignalEiiii', 'stream': 4, 'count': 77, 'total_duration_us': np.float64(69773.89600000001), 'mean_duration_us': np.float64(906.1544935064936), 'median_duration_us': np.float64(946.718), 'std_dev_duration_us': np.float64(374.81559033745674), 'min_duration_us': np.float64(390.195), 'max_duration_us': np.float64(2460.707)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'mean_duration_us': np.float64(23.64)}, {'name': '_ZN5aiter47local_device_load_rmsnorm_quant_per_group_naiveIDF16b...', 'stream': 4, 'mean_duration_us': np.float64(69.76)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8Ra...', 'stream': 4, 'mean_duration_us': np.float64(906.15)}]",0.7685445028547743,82.9182042702598
aten::mm,GEMM,Unknown,Unknown,Unknown,"((8192, 6144), (6144, 256))","('float', 'float')","((6144, 1), (1, 6144))","('', '')",300,240.76210774739585,240.76210774739585,239.5859375,239.5859375,12.461584342046885,12.461584342046885,220.41796875,220.41796875,273.10791015625,273.10791015625,72228.63232421875,72228.63232421875,5537497,"[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA1_DTVB0_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA0_LBSPPB256_LBSPPM0_LPA0_LPB8_LPM0_LRVW4_LWPMn1_MIAV0_MIWT1_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA4_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(72228.634), 'mean_duration_us': np.float64(240.76211333333336), 'median_duration_us': np.float64(239.586), 'std_dev_duration_us': np.float64(12.440800096208534), 'min_duration_us': np.float64(220.418), 'max_duration_us': np.float64(273.108)}]","[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_...', 'stream': 4, 'mean_duration_us': np.float64(240.76)}]",0.7212369836866109,83.63944125394642
aiter::fused_allreduce_rmsnorm_quant_per_group,other,Unknown,Unknown,Unknown,"((1,), (), (128, 6144), (128, 6144), (128, 6144), (128, 6144), (128, 48), (6144,), (), (), (), (), (), ())","('float', 'Scalar', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::Float8_e4m3fnuz', 'float', 'c10::BFloat16', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((1,), (), (6144, 1), (6144, 1), (6144, 1), (6144, 1), (48, 1), (1,), (), (), (), (), (), ())","('', '780531392', '', '', '', '', '', '', '1.0000000000000001e-05', '128', '0', '0', 'False', '140074782031872')",2079,31.016601797363517,31.016601797363517,30.712890625,30.712890625,4.841303583225211,4.841303583225211,22.09228515625,22.09228515625,47.43505859375,47.43505859375,64483.51513671875,64483.51513671875,8015022,"[{'name': '_ZN5aiter47local_device_load_rmsnorm_quant_per_group_naiveIDF16bDB8_Lb0EEEvNS_11RankSignalsEiPT_S4_PT0_S4_PfiiifS4_', 'stream': 4, 'count': 2079, 'total_duration_us': np.float64(12905.158), 'mean_duration_us': np.float64(6.207387205387205), 'median_duration_us': np.float64(6.054), 'std_dev_duration_us': np.float64(0.7619586957415683), 'min_duration_us': np.float64(5.773), 'max_duration_us': np.float64(11.066)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8RankDataENS_11RankSignalsEPNS_6SignalEiiii', 'stream': 4, 'count': 2079, 'total_duration_us': np.float64(51578.201), 'mean_duration_us': np.float64(24.80913949013949), 'median_duration_us': np.float64(24.62), 'std_dev_duration_us': np.float64(4.985753037159569), 'min_duration_us': np.float64(15.998), 'max_duration_us': np.float64(41.501)}]","[{'name': '_ZN5aiter47local_device_load_rmsnorm_quant_per_group_naiveIDF16b...', 'stream': 4, 'mean_duration_us': np.float64(6.21)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8Ra...', 'stream': 4, 'mean_duration_us': np.float64(24.81)}]",0.6438983330869819,84.2833395870334
vllm::rocm_aiter_fused_allreduce_rmsnorm,other,Unknown,Unknown,Unknown,"((4096, 6144), (4096, 6144), (6144,), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar')","((6144, 1), (6144, 1), (1,), ())","('', '', '', '1.0000000000000001e-05')",76,843.2637296977796,843.2637296977796,669.05615234375,669.05615234375,1247.260896936189,1247.260896936189,477.80712890625,477.80712890625,11325.5009765625,11325.5009765625,64088.04345703125,64088.04345703125,4961970,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'count': 76, 'total_duration_us': np.float64(1779.7599999999998), 'mean_duration_us': np.float64(23.4178947368421), 'median_duration_us': np.float64(23.336), 'std_dev_duration_us': np.float64(1.04391530936671), 'min_duration_us': np.float64(18.564), 'max_duration_us': np.float64(25.742)}, {'name': '_ZN5aiter25local_device_load_rmsnormIDF16bLi512ELi2ELb0EEEvNS_11RankSignalsEPT_S3_S3_S3_fiiii', 'stream': 4, 'count': 76, 'total_duration_us': np.float64(4159.512000000001), 'mean_duration_us': np.float64(54.730421052631584), 'median_duration_us': np.float64(54.473), 'std_dev_duration_us': np.float64(1.413313745693897), 'min_duration_us': np.float64(52.047), 'max_duration_us': np.float64(59.946)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8RankDataENS_11RankSignalsEPNS_6SignalEiiii', 'stream': 4, 'count': 76, 'total_duration_us': np.float64(58148.810999999994), 'mean_duration_us': np.float64(765.1159342105262), 'median_duration_us': np.float64(591.6485), 'std_dev_duration_us': np.float64(1239.73467845235), 'min_duration_us': np.float64(400.661), 'max_duration_us': np.float64(11253.688)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'mean_duration_us': np.float64(23.42)}, {'name': '_ZN5aiter25local_device_load_rmsnormIDF16bLi512ELi2ELb0EEEvNS_11...', 'stream': 4, 'mean_duration_us': np.float64(54.73)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8Ra...', 'stream': 4, 'mean_duration_us': np.float64(765.12)}]",0.6399493617135387,84.92328894874693
aiter::mla_decode_stage1_asm_fwd,other,Unknown,Unknown,Unknown,"((4096, 16, 576), (1122254, 1, 1, 576), (4097,), (4097,), (8388608,), (4096,), (), (2,), (305,), (8495, 8), (), (), (), (), (606, 1, 16, 512), (606, 1, 16, 1), (4096, 16, 512), (), (), (), (), (), (), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'int', 'int', 'int', 'int', '', 'long unsigned int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'float', 'float', 'c10::BFloat16', '', 'float', 'float', '', 'Scalar', 'Scalar', '', 'Scalar')","((9216, 576, 1), (576, 576, 576, 1), (1,), (1,), (1,), (1,), (), (1,), (1,), (8, 1), (), (), (), (), (8192, 8192, 512, 1), (16, 16, 1, 1), (8192, 512, 1), (), (), (), (), (), (), (), ())","('', '', '', '', '', '', '', '', '', '', '1', '1', '1', '0.0625', '', '', '', '', '', '', '', '1', '0', '', '0')",78,798.5171962640225,798.5171962640225,791.959716796875,791.959716796875,34.67155165766286,34.67155165766286,731.10986328125,731.10986328125,929.9970703125,929.9970703125,62284.34130859375,62284.34130859375,4962195,"[{'name': 'aiter::mla_a8w8_qh16_qseqlen1_gqaratio16_ps', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(62284.342), 'mean_duration_us': np.float64(798.5172051282051), 'median_duration_us': np.float64(791.9594999999999), 'std_dev_duration_us': np.float64(34.44858681570185), 'min_duration_us': np.float64(731.11), 'max_duration_us': np.float64(929.997)}]","[{'name': 'aiter::mla_a8w8_qh16_qseqlen1_gqaratio16_ps', 'stream': 4, 'mean_duration_us': np.float64(798.52)}]",0.6219385444635501,85.54522749321048
aiter::gemm_a8w8_blockscale_ck,GEMM,Unknown,Unknown,Unknown,"((8192, 2048), (4096, 2048), (8192, 16), (32, 16), (8192, 4096), (), ())","('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '')","((2048, 1), (2304, 1), (16, 1), (16, 1), (4096, 1), (), ())","('', '', '', '', '', '0', '')",312,197.67594088040866,197.67594088040866,194.951416015625,194.951416015625,10.473850620169825,10.473850620169825,185.5439453125,185.5439453125,256.70703125,256.70703125,61674.8935546875,61674.8935546875,5536339,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(61674.892), 'mean_duration_us': np.float64(197.6759358974359), 'median_duration_us': np.float64(194.9515), 'std_dev_duration_us': np.float64(10.457054194742813), 'min_duration_us': np.float64(185.544), 'max_duration_us': np.float64(256.707)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(197.68)}]",0.6158529209982068,86.16108041420868
